trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
18,food,food,high_calorie,left,13,f/13.jpg,1756384160280,1756384166323,6043,904.8053860632634,707.9924916110476,538.2496444702173,712.4626756896613,133
21,food,food,low_calorie,left,7,f/7.jpg,1756384169145,1756384175208,6063,624.9051553583115,749.5698886372816,1001.3820702433363,523.4850471650093,136
24,food,food,low_calorie,left,4,f/4.jpg,1756384178219,1756384184251,6032,911.699355600041,601.9715759297593,1060.343480428325,775.9852266340152,135
27,food,food,high_calorie,left,19,f/19.jpg,1756384187466,1756384193508,6042,936.216377379148,719.4372434089032,1026.721847548665,651.8801703276333,136
30,food,food,high_calorie,left,11,f/11.jpg,1756384196327,1756384202353,6026,1001.1714926625657,663.6962858696612,257.00285719062805,614.4296410065126,132
33,food,food,low_calorie,left,1,f/1.jpg,1756384205384,1756384211439,6055,508.31923460787914,589.253806773707,1026.2712898219388,732.7223592821746,135
36,food,food,high_calorie,left,10,f/10.jpg,1756384214654,1756384220683,6029,837.6881751615792,692.9494561418983,466.2207009434236,493.01072965771493,136
39,food,food,high_calorie,left,15,f/15.jpg,1756384223712,1756384229760,6048,589.26386293726,529.7858177662434,456.6199841864742,649.9876021390847,132
42,food,food,low_calorie,left,8,f/8.jpg,1756384232768,1756384238819,6051,698.775857535394,754.6001421342891,1059.0787212302541,791.6376037124735,135
45,food,food,high_calorie,left,9,f/9.jpg,1756384241841,1756384247895,6054,950.7398002778151,782.3329793285833,437.8746177040224,706.9482646553863,140
48,food,food,high_calorie,left,17,f/17.jpg,1756384250705,1756384256745,6040,685.4817983111809,697.7786480746996,528.0152258716632,742.7879392875062,139
51,food,food,high_calorie,left,16,f/16.jpg,1756384259761,1756384265813,6052,588.7295863721064,728.6583050243522,574.2383391376712,831.1644948949253,138
54,food,food,low_calorie,left,2,f/2.jpg,1756384269039,1756384275072,6033,655.4901490163409,825.2870029679077,543.3208847727755,719.9896708495211,138
57,food,food,low_calorie,left,6,f/6.jpg,1756384277887,1756384283920,6033,682.619985435256,743.107037855061,961.2104261989164,659.7687784062306,133
60,food,food,high_calorie,left,12,f/12.jpg,1756384286939,1756384292971,6032,799.4954021652114,697.9298892354656,579.6997324376497,671.0411183584638,137
63,food,food,low_calorie,left,5,f/5.jpg,1756384296194,1756384302239,6045,699.6480928860188,722.719672965584,1081.7749984966208,876.4832831470857,128
66,food,food,high_calorie,left,14,f/14.jpg,1756384305443,1756384311493,6050,1060.9590182700797,862.0058497320147,640.8016931464736,762.748313030623,139
69,food,food,high_calorie,left,20,f/20.jpg,1756384314513,1756384320568,6055,777.8491027804075,760.0257706321534,575.5860998832313,745.8484749361181,136
72,food,food,low_calorie,left,3,f/3.jpg,1756384323792,1756384329864,6072,730.4836892519772,796.6187116739054,847.6933596989954,806.7494924613505,143
75,food,food,high_calorie,left,18,f/18.jpg,1756384332673,1756384338715,6042,901.5864955414822,841.5260851703094,515.1788289285417,726.2385351231756,135
78,body,body,fat,left,9,b/9.jpg,1756384347286,1756384353336,6050,690.4317429420693,548.311911567368,897.0194157090784,470.8001605054337,135
81,body,body,fat,left,10,b/10.jpg,1756384356563,1756384362626,6063,848.8172825024026,521.066990307864,854.0567354514232,703.3902958092001,137
84,body,body,fat,left,1,b/1.jpg,1756384365640,1756384371676,6036,846.9475520986362,659.1875178811349,573.2128877933574,306.4279397109396,130
87,body,body,fat,left,11,b/11.jpg,1756384374495,1756384380530,6035,733.4104567007537,524.2288413084526,1047.83521531917,760.1738651117051,135
90,body,body,thin,left,15,b/15.jpg,1756384383753,1756384389801,6048,919.4763516803135,639.0415521467677,585.1204795034054,385.06855089952217,136
93,body,body,thin,left,25,b/25.jpg,1756384393024,1756384399055,6031,727.2431460605935,465.6999434336755,837.0828610224329,527.4745720722455,132
96,body,body,fat,left,7,b/7.jpg,1756384402080,1756384408143,6063,698.2529436240889,487.06338250879355,962.7581771099099,531.7784458318187,130
99,body,body,thin,left,22,b/22.jpg,1756384411153,1756384417195,6042,876.8731784462767,539.691518158664,661.5432086630049,577.6105797777675,135
102,body,body,fat,left,2,b/2.jpg,1756384420407,1756384426453,6046,738.956921084485,543.5750032035261,681.0352981375864,631.0582425118563,133
105,body,body,fat,left,5,b/5.jpg,1756384429265,1756384435314,6049,709.5190153005698,626.5371295439917,702.4966705468124,698.8463039071606,150
108,body,body,fat,left,8,b/8.jpg,1756384438530,1756384444572,6042,686.2549350659309,611.3496831460383,597.6537937259428,183.91063208183388,139
111,body,body,thin,left,20,b/20.jpg,1756384447777,1756384453834,6057,609.2584064466216,234.75213914138047,600.9164480716082,609.4928854046349,135
114,body,body,thin,left,19,b/19.jpg,1756384456642,1756384462691,6049,634.5729552013937,589.1385549846185,795.0940000424266,613.7764522876826,135
117,body,body,thin,left,16,b/16.jpg,1756384465919,1756384471962,6043,751.6291359204629,643.0830517441766,582.8388266988934,497.4801862412607,136
120,body,body,thin,left,24,b/24.jpg,1756384474980,1756384481038,6058,556.4358100642118,490.88760485110026,592.4806581647775,355.63695084701766,134
123,body,body,thin,left,18,b/18.jpg,1756384483856,1756384489910,6054,770.4810126412275,546.624582358075,631.1200507118976,582.549163782945,139
126,body,body,thin,left,13,b/13.jpg,1756384493132,1756384499183,6051,739.5537353004769,497.6081449247059,817.5853212086505,601.5568280386195,136
129,body,body,fat,left,3,b/3.jpg,1756384502205,1756384508237,6032,815.1057769244203,514.8424101260103,650.3147460260768,582.6177678042395,138
132,body,body,fat,left,6,b/6.jpg,1756384511047,1756384517100,6053,813.2991835759043,605.0737945503973,706.9781115494704,563.627976069032,138
135,body,body,thin,left,14,b/14.jpg,1756384520118,1756384526178,6060,796.3794548372879,579.2932888252969,744.4259784972152,671.5043704604949,141
138,body,body,thin,left,23,b/23.jpg,1756384529193,1756384535251,6058,756.5586289874399,677.2448690187957,690.7567110725644,588.2062957490358,139
141,body,body,thin,left,21,b/21.jpg,1756384538073,1756384544121,6048,686.0275142632124,538.6541309926703,828.2210248646647,724.0587137630158,137
144,body,body,thin,left,12,b/12.jpg,1756384546935,1756384552984,6049,794.0325115425976,669.1778079156242,553.952358337271,525.0676808329149,137
147,body,body,fat,left,4,b/4.jpg,1756384555791,1756384561825,6034,619.6913759762422,593.4090069114718,569.2299133610637,396.33225728422315,140
150,body,body,thin,left,17,b/17.jpg,1756384565043,1756384571099,6056,620.7083019763984,425.16276841943943,896.0480241484399,541.6160468159408,134
