trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
15,food,food,16_high_calorie,left,16,f/16.jpg,1756888386933,1756888392979,6046,718.7452807266851,388.6755418637512,772.2478698163842,364.764249327235,150,-580,-1,3
18,food,food,13_high_calorie,left,13,f/13.jpg,1756888396000,1756888402038,6038,702.0269898106081,345.48096676707485,729.1601870832927,350.6921273932803,129,-1120,-1,0
21,food,food,4_low_calorie,left,4,f/4.jpg,1756888405052,1756888411095,6043,753.8020947672879,424.45075659780144,481.69988826508364,425.531069775566,165,380,1,2
24,food,food,18_high_calorie,left,18,f/18.jpg,1756888414108,1756888420158,6050,542.9893249171265,376.3584232189013,870.8308825039114,356.68622802903496,132,-1800,1,5
27,food,food,14_high_calorie,left,14,f/14.jpg,1756888422977,1756888429029,6052,792.6235210840122,342.44266987054175,789.5138594837027,384.98246505110177,127,-900,-1,5
30,food,food,9_high_calorie,left,9,f/9.jpg,1756888431856,1756888437893,6037,787.6188913446477,502.9434471838173,775.7365635483359,536.1958702053007,132,-1860,-1,1
33,food,food,15_high_calorie,left,15,f/15.jpg,1756888440909,1756888446943,6034,720.3287938926092,513.647775495617,509.48848169172317,388.1287018623549,130,240,-1,4
36,food,food,8_low_calorie,left,8,f/8.jpg,1756888449947,1756888455988,6041,572.3819159214265,373.1490439538528,483.8222910372186,419.00854303807296,160,380,-1,9
39,food,food,6_low_calorie,left,6,f/6.jpg,1756888458812,1756888464850,6038,566.9090109091825,382.5880909735382,565.8200247213267,364.28961914742644,160,-960,-1,3
42,food,food,7_low_calorie,left,7,f/7.jpg,1756888467880,1756888473916,6036,617.6716103460451,351.657955429048,445.2341095558605,454.3631122718487,134,-940,1,3
45,food,food,12_high_calorie,left,12,f/12.jpg,1756888476735,1756888482779,6044,570.0361398246364,456.3766464312017,681.3319275060632,430.8287201086445,134,-1320,1,2
