trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
18,food,food,high_calorie,left,12,f/12.jpg,1756358450543,1756358456584,6041,645.6131964161784,413.3084352323282,771.6603813774739,452.96908701631537,179
21,food,food,high_calorie,left,11,f/11.jpg,1756358459588,1756358465622,6034,796.6163948012183,423.52484415734745,723.4074871601523,337.33898087660543,174
24,food,food,high_calorie,left,19,f/19.jpg,1756358468628,1756358474668,6040,660.709289721906,314.455706177596,862.2956908792055,314.20428353584776,174
27,food,food,high_calorie,left,13,f/13.jpg,1756358477872,1756358483919,6047,737.6973806078328,369.7116914544914,396.3473186853435,416.0422780728425,171
30,food,food,low_calorie,left,4,f/4.jpg,1756358487122,1756358493165,6043,513.775493503359,431.59681805904916,734.7141908215183,405.2440124827869,177
33,food,food,low_calorie,left,6,f/6.jpg,1756358496368,1756358502417,6049,713.3517036427663,360.8239860607842,528.9998820052074,394.7071612643616,182
36,food,food,high_calorie,left,16,f/16.jpg,1756358505422,1756358511456,6034,533.8655616109043,385.73628127759486,763.44084830234,319.3272671272749,173
39,food,food,high_calorie,left,15,f/15.jpg,1756358514675,1756358520712,6037,772.9181692278216,305.33366588556225,673.8377028824171,379.38019195999743,179
42,food,food,high_calorie,left,17,f/17.jpg,1756358523917,1756358529951,6034,694.3567107552426,384.74635554840165,559.6218297896305,415.27967726376005,176
45,food,food,high_calorie,left,9,f/9.jpg,1756358532755,1756358538793,6038,498.7988671003173,367.6870572172924,549.3750353184736,331.76981787718825,176
48,food,food,low_calorie,left,2,f/2.jpg,1756358541798,1756358547834,6036,572.4549061617365,325.81798605043855,633.9267369020473,456.1892296555577,175
51,food,food,low_calorie,left,7,f/7.jpg,1756358550639,1756358556676,6037,515.5762081393084,457.0730127811231,413.7980927733158,354.50147294503597,174
54,food,food,high_calorie,left,18,f/18.jpg,1756358559480,1756358565525,6045,512.9767779544346,389.7636064788718,797.4424114528509,366.18907805282987,169
57,food,food,high_calorie,left,20,f/20.jpg,1756358568331,1756358574375,6044,610.2066774272635,377.9573064406439,689.643540599586,151.0671635438214,181
