trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
16,food,food,20_high_calorie,left,20,f/20.jpg,1758946835159,1758946841245,6086,817.6222817761404,563.178935645064,1007.247312054203,647.0529775513589,73,-160,-1,1
19,food,food,10_high_calorie,left,10,f/10.jpg,1758946844264,1758946850326,6062,866.8054258966282,600.9190485379022,660.8695218445416,664.1492933196236,74,-660,-1,2
22,food,food,3_low_calorie,left,3,f/3.jpg,1758946853372,1758946859460,6088,692.5307044241838,645.668465120838,582.1167392031855,651.0269169277906,76,140,-1,2
25,food,food,7_low_calorie,left,7,f/7.jpg,1758946862679,1758946868771,6092,686.8278241366136,674.4315353286172,487.70742823851236,534.9909027111372,73,220,-1,1
28,food,food,9_high_calorie,left,9,f/9.jpg,1758946871996,1758946878085,6089,607.1137267520182,523.5086499734668,955.901687269183,610.3552611089144,76,140,1,2
31,food,food,12_high_calorie,left,12,f/12.jpg,1758946881305,1758946887416,6111,848.7669078548738,605.6149967385319,974.4235116706366,603.3409897893075,75,-1000,-1,1
34,food,food,4_low_calorie,left,4,f/4.jpg,1758946890633,1758946896737,6104,854.6382035971934,620.8780630000756,588.7508251959161,686.6897785205509,73,-340,1,0
37,food,food,2_low_calorie,left,2,f/2.jpg,1758946899559,1758946905646,6087,584.2765033757911,610.3955352926819,525.4230349762659,699.942087029355,74,-420,-1,0
40,food,food,11_high_calorie,left,11,f/11.jpg,1758946908662,1758946914750,6088,660.084586490962,631.5356724397716,1013.5609208737969,605.7964915170645,74,-760,1,1
43,food,food,14_high_calorie,left,14,f/14.jpg,1758946917965,1758946924080,6115,788.636377447623,610.7658299220028,531.6117978707066,695.5197490637617,71,-500,-1,1
46,food,food,6_low_calorie,left,6,f/6.jpg,1758946927288,1758946933390,6102,662.9793149355447,657.0144721908053,533.7834849356652,696.82068301615,71,80,-1,2
49,food,food,18_high_calorie,left,18,f/18.jpg,1758946936406,1758946942520,6114,661.7023902450716,675.7163931382374,817.7299983513177,618.3689278664992,70,-660,1,2
52,food,food,19_high_calorie,left,19,f/19.jpg,1758946945736,1758946951836,6100,771.5864272699844,635.0079187855209,786.8956613933415,526.2558018160767,75,-1080,-1,0
55,food,food,5_low_calorie,left,5,f/5.jpg,1758946954853,1758946960947,6094,708.4122276049281,491.8692660186049,655.4084789261364,549.3591596709781,74,-440,-1,1
58,food,food,15_high_calorie,left,15,f/15.jpg,1758946963956,1758946970046,6090,612.9010664032255,543.9646346742009,841.4670269475611,532.1695079191177,72,-740,1,2
61,food,food,17_high_calorie,left,17,f/17.jpg,1758946973276,1758946979384,6108,752.9433759635705,576.09460785653,730.3811541343755,612.8252825916846,73,-480,-1,3
64,food,food,13_high_calorie,left,13,f/13.jpg,1758946982200,1758946988290,6090,679.6313040991694,625.9024414526773,751.5077999173856,571.5343476692456,74,-900,1,1
67,food,food,16_high_calorie,left,16,f/16.jpg,1758946991098,1758946997189,6091,674.6056007183985,570.4294280640773,852.7979854901514,628.5576409523517,74,-1040,1,0
70,food,food,1_low_calorie,left,1,f/1.jpg,1758947000199,1758947006297,6098,817.4996713540936,629.9816924080336,499.84615922155,742.5165461768212,72,-480,1,2
73,food,food,8_low_calorie,left,8,f/8.jpg,1758947009110,1758947015218,6108,575.2488870843318,689.2563018860728,505.74714925500484,633.0216758447392,75,-1020,-1,0
82,body,body,19_thin,left,19,b/19.jpg,1758947053384,1758947059476,6092,1020.0050910304158,513.7237130769412,575.9800172124355,498.08312820154777,73,-820,0,2
85,body,body,12_thin,left,12,b/12.jpg,1758947062683,1758947068764,6081,737.6712124034854,480.90301994782334,628.1029471669548,473.43802754790767,74,-620,1,2
88,body,body,17_thin,left,17,b/17.jpg,1758947071780,1758947077858,6078,634.7114148520423,463.5605363495264,667.9429488257986,612.1873201520979,71,-780,-1,4
91,body,body,1_fat,left,1,b/1.jpg,1758947080885,1758947086966,6081,741.0276725333647,565.8033863389873,759.298590545579,366.3463686003083,72,-660,-1,6
94,body,body,23_thin,left,23,b/23.jpg,1758947089784,1758947095890,6106,760.1636519319742,416.8625059635613,525.5541818663339,398.8204859433675,70,-540,1,5
97,body,body,18_thin,left,18,b/18.jpg,1758947098726,1758947104816,6090,636.5517345869081,404.3224694696369,559.3493115627912,508.34020825113544,71,-1280,-1,1
100,body,body,13_thin,left,13,b/13.jpg,1758947107835,1758947113932,6097,623.6922131968344,475.54637769743726,752.3730334985838,494.9407550987195,72,-660,-1,6
103,body,body,5_fat,left,5,b/5.jpg,1758947116747,1758947122841,6094,782.3670142182638,477.10463153464485,623.1095841242243,428.8298512399795,79,-860,-1,7
106,body,body,4_fat,left,4,b/4.jpg,1758947125653,1758947131739,6086,766.2203766367082,443.701349579129,877.387858372127,360.0198836996646,70,-860,-1,4
109,body,body,25_thin,left,25,b/25.jpg,1758947134760,1758947140862,6102,858.0314652362134,404.722201700264,590.2219674806761,568.2524166454103,71,-360,1,8
112,body,body,7_fat,left,7,b/7.jpg,1758947143880,1758947149997,6117,685.3580559233772,556.9774862682982,795.9240981030531,491.9562464321567,73,-580,1,5
