trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
19,food,food,7_low_calorie,left,7,f/7.jpg,1758873097675,1758873103723,6048,738.4271280006808,329.86994848641297,618.3329417885512,386.0528470940293,151,-40,1,14
22,food,food,20_high_calorie,left,20,f/20.jpg,1758873106530,1758873112568,6038,925.3377149225489,441.04895528154213,705.0218264677586,261.0003540658967,146,-740,-1,16
25,food,food,6_low_calorie,left,6,f/6.jpg,1758873115789,1758873121840,6051,663.8106546167911,332.97791855159915,548.1306809750121,301.2488039344594,147,-1400,1,16
28,food,food,5_low_calorie,left,5,f/5.jpg,1758873125057,1758873131119,6062,583.0132839226372,411.9355743940093,455.0565407566963,366.42209201122574,146,-840,-1,13
31,food,food,4_low_calorie,left,4,f/4.jpg,1758873133937,1758873139985,6048,488.37748532657696,323.41759835657035,611.1375637199244,399.5767115720672,142,-1180,-1,4
34,food,food,17_high_calorie,left,17,f/17.jpg,1758873143207,1758873149255,6048,585.7950173530221,406.760605152897,663.6239884680195,494.15747451730454,146,1540,1,11
37,food,food,19_high_calorie,left,19,f/19.jpg,1758873152082,1758873158124,6042,697.5008915648217,477.0761086439212,473.095012536667,473.40633602492085,142,1140,-1,13
40,food,food,10_high_calorie,left,10,f/10.jpg,1758873161338,1758873167388,6050,435.09479113706044,467.4691195990192,435.8855656592708,478.10783631514164,143,2160,1,4
43,food,food,1_low_calorie,left,1,f/1.jpg,1758873170198,1758873176258,6060,437.2411925869561,452.29206232311145,382.58811271628826,423.4739873414588,149,-860,-1,23
46,food,food,15_high_calorie,left,15,f/15.jpg,1758873179280,1758873185327,6047,443.0483108877059,405.0727245529305,698.3780632694844,371.04718738978244,147,1240,1,8
49,food,food,9_high_calorie,left,9,f/9.jpg,1758873188342,1758873194396,6054,582.4088485698638,391.17717529227633,942.3732990644687,428.08511466982924,146,1660,1,13
52,food,food,18_high_calorie,left,18,f/18.jpg,1758873197602,1758873203669,6067,740.4948016418184,438.8638764538119,393.31042847457866,473.2840552946697,146,1340,-1,13
55,food,food,2_low_calorie,left,2,f/2.jpg,1758873206690,1758873212728,6038,337.2090542784455,468.7897795683248,518.8622413688124,418.3075996463835,146,-1580,-1,9
58,food,food,3_low_calorie,left,3,f/3.jpg,1758873215751,1758873221785,6034,594.6885181030827,396.3317573521263,843.3089553077392,361.81138767975074,150,980,-1,16
61,food,food,13_high_calorie,left,13,f/13.jpg,1758873225008,1758873231063,6055,698.4679718750627,334.11650652340114,405.97106574846157,466.53827235869153,139,1980,-1,5
64,food,food,16_high_calorie,left,16,f/16.jpg,1758873234090,1758873240147,6057,630.9132009620478,466.83967314468066,1167.6901623499393,578.4200967423172,145,700,1,11
67,food,food,11_high_calorie,left,11,f/11.jpg,1758873243359,1758873249413,6054,842.2608856671447,477.7592148461522,554.3915394425962,431.59349811430684,145,1880,-1,14
70,food,food,8_low_calorie,left,8,f/8.jpg,1758873252626,1758873258661,6035,523.2717362542859,419.2910498006737,346.53934767283437,488.715102128666,145,-2340,-1,4
73,food,food,12_high_calorie,left,12,f/12.jpg,1758873261474,1758873267531,6057,411.31354010569174,486.1626408034152,356.4980672477917,492.23920272436345,142,2020,1,7
76,food,food,14_high_calorie,left,14,f/14.jpg,1758873270344,1758873276401,6057,539.4402084473559,404.4357882027429,883.9966204421274,513.1455711868166,144,1640,1,11
88,body,body,8_fat,left,8,b/8.jpg,1758873353246,1758873359303,6057,730.0526187844602,395.5230960973704,1075.6626595590687,390.7739694196969,151,-760,-1,22
91,body,body,9_fat,left,9,b/9.jpg,1758873362528,1758873368575,6047,969.3189603592388,423.26563470281303,1010.9023600746071,499.7396964887078,144,-1080,0,9
94,body,body,21_thin,left,21,b/21.jpg,1758873371794,1758873377853,6059,968.1711857284341,516.7224063059803,798.1186158283878,380.47046975194206,148,1700,0,20
97,body,body,11_fat,left,11,b/11.jpg,1758873380667,1758873386720,6053,764.8289367268695,546.3815686808795,585.9738390527004,766.090110173683,143,-1080,0,11
100,body,body,18_thin,left,18,b/18.jpg,1758873389944,1758873395996,6052,558.9007183328974,629.5888121329369,505.65752123643364,518.0307601013603,146,1200,0,13
103,body,body,7_fat,left,7,b/7.jpg,1758873399005,1758873405036,6031,594.0245371562711,534.7582766448438,810.2155979268723,521.4209418472001,147,-520,1,6
106,body,body,23_thin,left,23,b/23.jpg,1758873407856,1758873413886,6030,833.186838469865,497.1788701719989,768.5024752533834,432.19544464411473,147,680,0,19
109,body,body,6_fat,left,6,b/6.jpg,1758873416697,1758873422751,6054,791.7314414782567,424.06904160731614,913.1514572112942,454.88961961179837,147,-1060,-1,10
112,body,body,4_fat,left,4,b/4.jpg,1758873425970,1758873432014,6044,884.9484346594908,472.94466542879985,766.5633046374277,434.5589044377019,149,-600,0,14
