trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
18,food,food,13_high_calorie,left,13,f/13.jpg,1756806429969,1756806435986,6017,919.8726400183571,226.81280168360666,757.5068111890312,440.149672289341,241,-380,-1,23
21,food,food,7_low_calorie,left,7,f/7.jpg,1756806439200,1756806445218,6018,431.51037180458906,436.8140950729741,546.1388580377279,315.2915488479453,251,-1320,-1,21
24,food,food,3_low_calorie,left,3,f/3.jpg,1756806448422,1756806454438,6016,211.93634090915066,384.3329321099754,755.9328975894191,499.985559398245,252,-2620,0,19
27,food,food,4_low_calorie,left,4,f/4.jpg,1756806457659,1756806463678,6019,513.7119160403017,468.1165401202501,792.5639746705576,526.1932619481819,261,1500,-1,16
30,food,food,19_high_calorie,left,19,f/19.jpg,1756806466496,1756806472603,6107,565.1379936813562,338.01923040760545,787.0144108019852,184.89551211840498,251,-1600,1,15
33,food,food,12_high_calorie,left,12,f/12.jpg,1756806475822,1756806481880,6058,723.4939228462348,226.30349607728374,822.9389294549865,405.5894742544142,253,-1940,-1,20
36,food,food,9_high_calorie,left,9,f/9.jpg,1756806485094,1756806491110,6016,599.4588478123445,479.5927780649777,871.994942866678,432.1174609677189,259,-3160,1,12
39,food,food,11_high_calorie,left,11,f/11.jpg,1756806494142,1756806500159,6017,929.8688865397447,477.7652608535501,451.10122450760616,220.57581364099184,266,-1780,-1,5
42,food,food,8_low_calorie,left,8,f/8.jpg,1756806502973,1756806508989,6016,543.1029916432004,284.91244940526707,472.47505440887534,484.230085249259,277,-1300,-1,4
45,food,food,16_high_calorie,left,16,f/16.jpg,1756806512200,1756806518216,6016,511.4473668681899,467.91523249530144,960.5001668594182,402.6070878017847,260,-3960,1,0
48,food,food,2_low_calorie,left,2,f/2.jpg,1756806521034,1756806527150,6116,970.1094998351335,355.7409316693413,1004.4407508254335,349.44667857503265,253,2020,1,18
51,food,food,15_high_calorie,left,15,f/15.jpg,1756806529976,1756806536087,6111,922.9359342018302,373.74365301659407,831.1121835326015,289.0593943756652,255,-720,-1,14
54,food,food,1_low_calorie,left,1,f/1.jpg,1756806539303,1756806545318,6015,804.1173784427663,275.7411760310585,801.2871654577574,423.9768609107938,243,2880,1,5
57,food,food,18_high_calorie,left,18,f/18.jpg,1756806548331,1756806554358,6027,838.2828635780756,490.1936413461315,976.3112058563868,613.3230810662527,261,-4980,-1,2
60,food,food,10_high_calorie,left,10,f/10.jpg,1756806557173,1756806563190,6017,912.9930621217084,596.031688906757,891.1943651020623,418.35634701073474,262,-1520,-1,24
63,food,food,17_high_calorie,left,17,f/17.jpg,1756806566406,1756806572420,6014,847.0918820099935,421.0524360147251,566.7189783754785,410.7183148256385,265,-3740,-1,12
66,food,food,20_high_calorie,left,20,f/20.jpg,1756806575637,1756806581655,6018,672.9650320306978,436.9494871689035,646.9879690731503,470.3760886549185,264,-3000,1,22
69,food,food,5_low_calorie,left,5,f/5.jpg,1756806584671,1756806590686,6015,696.9465833684761,448.52011795888643,823.5145798958828,503.4299858202487,244,1060,-1,29
72,food,food,6_low_calorie,left,6,f/6.jpg,1756806593509,1756806599525,6016,796.9814745483912,470.9494763889915,940.6238275766767,428.94217387781396,240,4140,1,10
75,food,food,14_high_calorie,left,14,f/14.jpg,1756806602332,1756806608366,6034,981.7810289914393,519.6603666446349,775.5555772312966,501.4883275665694,237,-4100,-1,16
87,body,body,2_fat,left,2,b/2.jpg,1756806731923,1756806737937,6014,839.0676203953246,340.3516380287072,492.5693090377922,645.7658222052528,205,1240,-1,36
90,body,body,11_fat,left,11,b/11.jpg,1756806741162,1756806747184,6022,580.7872934570911,554.5433842948855,1102.2453824036438,93.75842819866713,215,-60,1,16
93,body,body,13_thin,left,13,b/13.jpg,1756806750401,1756806756418,6017,1099.2301193312055,-36.03474734981266,81.78887281725608,291.5884206609476,215,-440,0,12
96,body,body,23_thin,left,23,b/23.jpg,1756806759636,1756806765654,6018,433.5330985817456,273.41146603902115,625.6680476048834,591.9323731785452,217,-600,0,9
99,body,body,20_thin,left,20,b/20.jpg,1756806768471,1756806774484,6013,530.5579612696168,454.94594525464424,266.25192267317857,471.05949471538077,203,-360,-1,28
102,body,body,12_thin,left,12,b/12.jpg,1756806777293,1756806783316,6023,197.21171008381356,522.4362208081632,793.5884156189392,551.752631450308,220,-160,0,14
105,body,body,8_fat,left,8,b/8.jpg,1756806786533,1756806792555,6022,932.311745929254,456.208780008044,1759.0674836565709,-440.34353952747466,262,120,0,7
108,body,body,5_fat,left,5,b/5.jpg,1756806795559,1756806801585,6026,1621.8535691718216,-268.6818444525591,1122.240760380979,-177.6942459554037,262,-480,0,15
111,body,body,25_thin,left,25,b/25.jpg,1756806804812,1756806810826,6014,1194.1103552854029,-7.180039117958167,1577.1103387992518,-240.4307129019833,212,0,0,0
114,body,body,21_thin,left,21,b/21.jpg,1756806813649,1756806819676,6027,1529.1463438478836,-163.8351688898971,1477.0160435296775,-247.46899408338552,215,40,0,0
117,body,body,19_thin,left,19,b/19.jpg,1756806822704,1756806828723,6019,1481.6412509871714,-196.21746984204407,1079.5002723564155,-212.15340730928375,216,0,0,0
120,body,body,9_fat,left,9,b/9.jpg,1756806831741,1756806837759,6018,1285.253151903286,-76.93306182209112,747.8233975187808,-428.07821063513313,215,0,0,0
123,body,body,15_thin,left,15,b/15.jpg,1756806840784,1756806846808,6024,798.2227613361064,-315.49796665971303,1177.3346399497086,-373.19782283024534,210,20,0,1
126,body,body,7_fat,left,7,b/7.jpg,1756806850020,1756806856039,6019,1289.6551475697681,-328.6663426888864,1280.013101755568,-726.8218007864057,205,0,0,0
129,body,body,16_thin,left,16,b/16.jpg,1756806859053,1756806865077,6024,1211.0908631454106,-580.0376961111978,733.3619216359875,-714.8441745424265,202,0,0,0
132,body,body,24_thin,left,24,b/24.jpg,1756806867895,1756806873925,6030,1254.9743689648606,-642.1869617671895,1532.0607580646656,-327.4463934837663,202,0,0,0
135,body,body,1_fat,left,1,b/1.jpg,1756806876936,1756806882962,6026,1930.2321839086828,-509.51951233213697,1699.3786627413394,-963.2655872087576,222,0,0,0
138,body,body,6_fat,left,6,b/6.jpg,1756806885773,1756806891802,6029,1552.7571193820388,-871.0048835620037,1207.5506767695801,-1160.4115382049454,200,0,0,0
141,body,body,18_thin,left,18,b/18.jpg,1756806894813,1756806900833,6020,1016.3379785348037,-1218.8178400963188,1613.975523367802,-797.6103520501548,209,0,0,0
144,body,body,3_fat,left,3,b/3.jpg,1756806903852,1756806909869,6017,1624.4874791466336,-660.3008641418717,1526.3166013243429,-467.95553697766064,205,0,0,0
147,body,body,4_fat,left,4,b/4.jpg,1756806913084,1756806919098,6014,1495.9191483099323,-503.6844378120784,674.7667560027267,-860.6110236823489,224,0,0,0
150,body,body,10_fat,left,10,b/10.jpg,1756806922312,1756806928335,6023,138.36057805921513,-412.4092104482584,1421.6545228598857,-1037.4969153093687,205,0,0,0
