trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
18,food,food,19_high_calorie,left,19,f/19.jpg,1756863423475,1756863429508,6033,910.132231822305,490.0432476098371,907.9348870792265,695.703340272442,140,-620,-1,7
21,food,food,10_high_calorie,left,10,f/10.jpg,1756863432315,1756863438342,6027,845.8765065871889,567.3791514349103,484.99055283160936,382.79028401688583,141,-1560,-1,6
24,food,food,1_low_calorie,left,1,f/1.jpg,1756863441348,1756863447380,6032,600.6875282607166,378.6087195504913,627.46086730603,751.0292790155086,141,-1920,-1,5
27,food,food,4_low_calorie,left,4,f/4.jpg,1756863450586,1756863456617,6031,711.6776325317654,655.92098483425,1106.5102895240827,586.9828694706537,139,-460,-1,17
30,food,food,11_high_calorie,left,11,f/11.jpg,1756863459622,1756863465661,6039,1085.2535979742975,567.0404350702486,859.1163042983727,464.5299680223441,141,-1280,-1,8
33,food,food,3_low_calorie,left,3,f/3.jpg,1756863468668,1756863474688,6020,791.0647786931787,490.76854767793185,609.139710904542,777.9780222507934,141,1480,1,4
36,food,food,14_high_calorie,left,14,f/14.jpg,1756863477692,1756863483705,6013,692.5572742786173,701.335446699155,695.6379496907946,817.1321518277716,139,-1340,1,9
39,food,food,7_low_calorie,left,7,f/7.jpg,1756863486511,1756863492543,6032,739.1904349742579,657.1291793041288,661.4866751776732,792.9273706925907,140,-1860,1,6
42,food,food,9_high_calorie,left,9,f/9.jpg,1756863495749,1756863501762,6013,747.9756600650273,647.1581535046959,879.7691805515874,484.0604996331873,139,-2020,-1,5
45,food,food,13_high_calorie,left,13,f/13.jpg,1756863504969,1756863510992,6023,843.7057158219513,462.6815784416745,1055.4034216921245,549.9566829866606,139,-1920,-1,13
48,food,food,18_high_calorie,left,18,f/18.jpg,1756863513797,1756863519823,6026,948.1522689655828,472.94754683349004,850.6408798051696,383.60016773969795,139,-2500,-1,5
51,food,food,15_high_calorie,left,15,f/15.jpg,1756863523030,1756863529069,6039,725.0466207803584,517.5064118777885,728.5641334707927,758.622413954973,141,-1400,-1,13
54,food,food,17_high_calorie,left,17,f/17.jpg,1756863531874,1756863537897,6023,773.5235947087941,611.7578178605025,1096.9177051065108,620.2288135450133,140,-1980,-1,3
57,food,food,5_low_calorie,left,5,f/5.jpg,1756863540703,1756863546741,6038,896.8357151174995,540.3777622994636,985.2008911844586,663.3325236041165,141,-760,1,5
60,food,food,20_high_calorie,left,20,f/20.jpg,1756863549946,1756863555980,6034,857.2799868642954,635.3581298720873,912.1257312150552,453.80823366612736,141,-2320,-1,2
63,food,food,2_low_calorie,left,2,f/2.jpg,1756863558787,1756863564817,6030,845.3823478997175,418.093582009579,626.8947649585954,565.5824398692649,140,860,1,5
66,food,food,6_low_calorie,left,6,f/6.jpg,1756863568023,1756863574051,6028,597.0184415308087,524.6668685303007,673.4062670396496,479.82677487225465,140,-240,-1,3
69,food,food,12_high_calorie,left,12,f/12.jpg,1756863577257,1756863583289,6032,755.7090938028311,484.5672184572126,589.0913022571748,457.1293191451494,140,-840,-1,4
72,food,food,16_high_calorie,left,16,f/16.jpg,1756863586094,1756863592126,6032,707.9196461685578,483.378025313547,934.0386092991256,665.2414718328093,138,-1720,1,0
75,food,food,8_low_calorie,left,8,f/8.jpg,1756863595331,1756863601357,6026,901.8721267141208,560.044603627083,607.8392279096465,577.9216813238515,139,760,1,7
87,body,body,12_thin,left,12,b/12.jpg,1756863687171,1756863693191,6020,943.9442373266199,626.7477623984402,822.4505219757508,554.5680258712174,133,-160,0,24
90,body,body,1_fat,left,1,b/1.jpg,1756863696396,1756863702415,6019,922.3685554539733,543.7887103864521,923.1181152049041,620.1620702623264,133,-680,-1,17
93,body,body,20_thin,left,20,b/20.jpg,1756863705421,1756863711453,6032,865.8856908143149,604.7031822581731,1060.915408297201,552.3816913997423,134,320,1,27
96,body,body,2_fat,left,2,b/2.jpg,1756863714659,1756863720689,6030,898.7058951828984,560.2557614919807,971.3113464596904,584.0359459288637,133,-940,-1,19
99,body,body,7_fat,left,7,b/7.jpg,1756863723493,1756863729518,6025,940.1032644949031,475.94600184959137,1030.1762791634392,520.6043925028621,134,-960,0,16
102,body,body,10_fat,left,10,b/10.jpg,1756863732725,1756863738771,6046,936.0503104302387,443.7573553510469,727.7070046384035,543.3673513752782,134,-1020,0,15
105,body,body,23_thin,left,23,b/23.jpg,1756863741775,1756863747803,6028,909.5174563776335,491.4225069555514,672.2377067361818,310.9311707380937,133,920,1,19
108,body,body,3_fat,left,3,b/3.jpg,1756863750808,1756863756846,6038,680.906952481284,366.7390121898475,961.0763535514048,289.42688084243457,133,-720,1,15
111,body,body,9_fat,left,9,b/9.jpg,1756863759652,1756863765665,6013,953.117113697291,372.273572337651,967.3580108248888,468.49859960386584,132,-860,0,19
114,body,body,8_fat,left,8,b/8.jpg,1756863768870,1756863774902,6032,729.1064915507254,359.1927817529894,1219.5356234371006,553.936550340191,132,-840,-1,16
117,body,body,24_thin,left,24,b/24.jpg,1756863777707,1756863783743,6036,966.7344624923792,607.9690238996301,460.01026173656385,624.3747052853121,133,1020,0,18
120,body,body,15_thin,left,15,b/15.jpg,1756863786548,1756863792576,6028,713.2296659750731,649.8521481019706,600.2054076787504,413.24296350062644,134,920,-1,19
123,body,body,21_thin,left,21,b/21.jpg,1756863795784,1756863801818,6034,828.2341939992089,458.60664396415245,1097.788828754304,471.4177747851236,133,1040,1,15
126,body,body,4_fat,left,4,b/4.jpg,1756863804623,1756863810651,6028,1049.7624972304625,490.6417662741644,800.8254261996087,488.96855158676624,132,-960,0,16
129,body,body,16_thin,left,16,b/16.jpg,1756863813457,1756863819490,6033,902.3190023159151,535.6228942533417,688.3775031239634,776.6165712765007,132,320,1,16
132,body,body,5_fat,left,5,b/5.jpg,1756863822296,1756863828338,6042,794.5357341191238,737.1082142208859,825.1276806691017,305.5358668563054,133,-380,0,14
135,body,body,19_thin,left,19,b/19.jpg,1756863831143,1756863837165,6022,803.4721357926916,367.77572734784314,1089.4966722260162,496.5915511715474,133,-540,1,24
138,body,body,11_fat,left,11,b/11.jpg,1756863840372,1756863846403,6031,1010.3280555158472,402.9416617482732,459.960990708459,628.9456396732653,133,-280,0,9
141,body,body,13_thin,left,13,b/13.jpg,1756863849208,1756863855224,6016,662.4535965681303,601.2289814718007,918.2091759102857,570.206680715903,133,180,-1,21
144,body,body,17_thin,left,17,b/17.jpg,1756863858030,1756863864071,6041,1016.3352375554107,524.6893217934997,765.2117574564435,609.4612061908849,133,660,0,16
147,body,body,6_fat,left,6,b/6.jpg,1756863866878,1756863872918,6040,858.6239343491168,559.7176493288338,1033.4990686713516,439.44583835817235,133,-1000,-1,17
150,body,body,25_thin,left,25,b/25.jpg,1756863875723,1756863881759,6036,986.5859363871216,443.65206401429526,1156.391567581348,520.9172680374897,132,620,0,15
