trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
18,food,food,high_calorie,left,9,f/9.jpg,1756207945591,1756207951656,6065,767.5637892287899,319.8976839776698,668.086589661806,378.06907637816465,98
21,food,food,low_calorie,left,2,f/2.jpg,1756207954867,1756207960948,6081,767.47207644735,371.0426093154913,828.350944719091,208.38010049034935,79
24,food,food,low_calorie,left,6,f/6.jpg,1756207964162,1756207970239,6077,757.348390609066,325.6304567383138,753.0427439542556,331.7119053867948,92
27,food,food,high_calorie,left,10,f/10.jpg,1756207973248,1756207979315,6067,779.9065572541442,385.7765534664002,601.0748372178788,486.9527197601844,97
30,food,food,high_calorie,left,15,f/15.jpg,1756207982534,1756207988564,6030,596.6945124368792,424.24662148644035,288.9078038099618,275.22551713754694,106
33,food,food,high_calorie,left,12,f/12.jpg,1756207991369,1756207997458,6089,435.2652475909165,281.71262942273916,435.02420926668367,248.19169640601976,91
36,food,food,low_calorie,left,3,f/3.jpg,1756208000674,1756208006717,6043,432.68005432547125,172.88199249158538,594.8377467001003,347.1585745165161,114
39,food,food,high_calorie,left,16,f/16.jpg,1756208009535,1756208015588,6053,417.00695605099446,238.86755427149538,772.2821097880706,456.17004946742713,109
42,food,food,high_calorie,left,17,f/17.jpg,1756208018407,1756208024463,6056,699.117597989255,292.0335153318275,568.6404545779324,244.66606633526027,110
45,food,food,high_calorie,left,18,f/18.jpg,1756208027683,1756208033739,6056,458.7450420495808,159.05546798227465,497.9943416667589,152.3431159524657,96
48,food,food,high_calorie,left,14,f/14.jpg,1756208036561,1756208042653,6092,552.9708521699299,155.4286801135901,323.82880148800564,386.6709317556581,99
51,food,food,high_calorie,left,13,f/13.jpg,1756208045875,1756208051940,6065,391.5413066370181,279.8045791920692,291.35144441951934,270.2944561517458,98
54,food,food,high_calorie,left,19,f/19.jpg,1756208054754,1756208060822,6068,396.24273535516437,143.2024154213745,309.07840797436455,332.1558543101178,107
57,food,food,low_calorie,left,7,f/7.jpg,1756208063832,1756208069919,6087,495.8576234635307,282.05296690803203,601.2145174566227,232.95666336882456,98
