trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
19,food,food,17_high_calorie,left,17,f/17.jpg,1758479022719,1758479028756,6037,912.9486463266621,429.2614275760324,1013.389135915389,509.88427914979144,133,-300,-1,4
22,food,food,16_high_calorie,left,16,f/16.jpg,1758479031565,1758479037618,6053,840.8912115402239,472.7220827946528,581.65771124638,567.5328901630788,131,-60,-1,8
25,food,food,4_low_calorie,left,4,f/4.jpg,1758479040640,1758479046700,6060,641.7421015425565,467.4924785464131,462.5998449996838,449.06486026022833,130,-860,-1,12
28,food,food,14_high_calorie,left,14,f/14.jpg,1758479049516,1758479055547,6031,647.7795708962346,433.75082268738277,753.312891603809,558.5892115629864,132,-1320,1,6
31,food,food,15_high_calorie,left,15,f/15.jpg,1758479058560,1758479064611,6051,701.0995703995168,505.0630923149216,740.6268882983743,500.55935911619645,133,660,1,2
34,food,food,3_low_calorie,left,3,f/3.jpg,1758479067429,1758479073478,6049,713.7576918247863,453.6288441981349,992.6151437592894,336.6881065179738,132,160,-1,13
37,food,food,5_low_calorie,left,5,f/5.jpg,1758479076300,1758479082341,6041,887.6001885971759,324.1300887265781,739.9008767745484,248.75934105939416,130,-960,1,7
40,food,food,9_high_calorie,left,9,f/9.jpg,1758479085146,1758479091185,6039,765.7313412882035,288.80044944486525,660.5558707383199,461.3562302263199,130,-1060,1,10
43,food,food,6_low_calorie,left,6,f/6.jpg,1758479094397,1758479100447,6050,728.2866839620049,408.262480750414,826.9175500891654,517.487355500678,133,1800,-1,4
46,food,food,20_high_calorie,left,20,f/20.jpg,1758479103271,1758479109312,6041,844.2464370527188,425.6368475709935,1022.2916833861075,389.06802953455554,130,480,-1,9
49,food,food,10_high_calorie,left,10,f/10.jpg,1758479112524,1758479118573,6049,990.1249978333315,396.241445501307,935.582567965598,506.44225679569576,133,-900,-1,10
52,food,food,1_low_calorie,left,1,f/1.jpg,1758479121595,1758479127652,6057,829.5308557796374,503.353984848964,700.7551855530115,285.48996984947473,132,440,1,11
55,food,food,11_high_calorie,left,11,f/11.jpg,1758479130461,1758479136501,6040,760.9091240079208,288.0012103413246,881.3076552938213,336.3091078374584,132,-1200,1,6
58,food,food,18_high_calorie,left,18,f/18.jpg,1758479139521,1758479145596,6075,896.826020885592,315.2293159026771,893.5477359550218,381.06112510895736,128,-2060,-1,4
61,food,food,12_high_calorie,left,12,f/12.jpg,1758479148403,1758479154453,6050,892.3729746413001,366.4397155379453,1019.3359124298273,292.4922160226507,131,-1920,-1,11
64,food,food,2_low_calorie,left,2,f/2.jpg,1758479157471,1758479163521,6050,858.1544827296527,164.73028097825522,764.112955166337,346.84892298174776,134,480,1,7
67,food,food,13_high_calorie,left,13,f/13.jpg,1758479166738,1758479172809,6071,868.3520199245966,320.86058674359236,858.1565599524135,391.9259447855835,130,-1820,-1,6
70,food,food,19_high_calorie,left,19,f/19.jpg,1758479176028,1758479182094,6066,667.2649015039435,479.7169001912346,906.8634812538501,244.32511968762765,135,-640,1,16
73,food,food,8_low_calorie,left,8,f/8.jpg,1758479185107,1758479191171,6064,892.4190746680704,274.57841319126425,1019.5436072663396,403.54891153401377,132,1140,1,16
76,food,food,7_low_calorie,left,7,f/7.jpg,1758479194396,1758479200447,6051,904.236643870086,372.29070789320116,960.1121579141924,397.1874411065738,132,-780,1,11
88,body,body,11_fat,left,11,b/11.jpg,1758479268780,1758479274814,6034,940.9142623864377,268.96099210730176,1020.8034925033328,309.4191067162785,135,-200,-1,21
91,body,body,2_fat,left,2,b/2.jpg,1758479277825,1758479283865,6040,922.1110491162462,371.0309660548564,1013.0536322338799,397.86496990479804,131,-400,-1,18
94,body,body,9_fat,left,9,b/9.jpg,1758479287082,1758479293140,6058,833.3795208325936,475.05590409630753,981.9461345317718,384.8321436505262,131,-60,-1,16
97,body,body,13_thin,left,13,b/13.jpg,1758479296361,1758479302422,6061,951.3405469205261,379.29620712008494,790.6034469225274,417.75525012102537,131,0,1,12
100,body,body,22_thin,left,22,b/22.jpg,1758479305628,1758479311676,6048,890.6244491945014,468.18834969609446,459.8297931894604,525.8725523717103,131,440,1,24
103,body,body,17_thin,left,17,b/17.jpg,1758479314698,1758479320747,6049,479.62659621419067,478.88737844707066,943.3493639695297,538.2245449622917,130,1000,0,18
106,body,body,1_fat,left,1,b/1.jpg,1758479323765,1758479329814,6049,743.7269909046056,464.68952018607047,890.2692179893373,548.3066673254997,133,-600,1,21
109,body,body,3_fat,left,3,b/3.jpg,1758479332827,1758479338885,6058,737.7230017822078,472.80734652538973,947.7721225596567,499.297294040619,130,-260,1,16
112,body,body,6_fat,left,6,b/6.jpg,1758479342106,1758479348144,6038,767.1685945881335,523.0479851835444,921.7900172126987,464.18589457048097,130,-1100,1,15
115,body,body,12_thin,left,12,b/12.jpg,1758479351356,1758479357421,6065,777.7523867150159,463.8158632314744,976.3810693355723,522.6139034792328,130,1240,1,20
118,body,body,19_thin,left,19,b/19.jpg,1758479360631,1758479366682,6051,783.9130513621411,527.6742758255343,867.9957492007793,518.886436911791,131,540,1,16
121,body,body,4_fat,left,4,b/4.jpg,1758479369496,1758479375531,6035,774.5833080627586,532.2631593552776,1067.7101211660124,582.1851467411432,131,-620,-1,17
124,body,body,18_thin,left,18,b/18.jpg,1758479378536,1758479384591,6055,1079.316224926647,532.7342498592742,744.7649385682363,566.2826723844112,125,-140,0,20
127,body,body,25_thin,left,25,b/25.jpg,1758479387615,1758479393660,6045,1098.3154119092949,472.87475137182616,1712.8637940017322,444.2351720136853,129,20,0,0
130,body,body,20_thin,left,20,b/20.jpg,1758479396490,1758479402538,6048,1385.6191665292822,457.647505945857,1575.0509614582108,299.32288986588213,131,0,0,0
133,body,body,21_thin,left,21,b/21.jpg,1758479405356,1758479411414,6058,1405.5921943171443,314.645175367957,995.3988318816937,305.6549023946233,128,160,0,4
