trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
18,food,food,high_calorie,left,18,f/18.jpg,1756215286236,1756215292254,6018,964.3695223834083,569.6884547184942,1086.5754646190535,534.780555383234,199
21,food,food,low_calorie,left,1,f/1.jpg,1756215295083,1756215301097,6014,938.9486240016802,585.3184736812779,1098.7592230765636,405.58951930403964,255
24,food,food,high_calorie,left,13,f/13.jpg,1756215304124,1756215310140,6016,1061.110001400436,467.4467781432794,942.6103182187625,500.34257823041224,266
27,food,food,high_calorie,left,17,f/17.jpg,1756215312960,1756215318995,6035,877.8348967522568,535.1623949668303,998.0020753514942,328.890019036922,262
30,food,food,low_calorie,left,8,f/8.jpg,1756215322201,1756215328225,6024,954.1067239024517,372.7245765551945,1038.7000628825485,520.7913449712485,227
33,food,food,high_calorie,left,11,f/11.jpg,1756215331244,1756215337291,6047,1003.5056938039053,524.9000462048641,654.4304783025049,562.5267676886409,168
36,food,food,low_calorie,left,4,f/4.jpg,1756215340317,1756215346341,6024,757.3843110696915,531.1257790826331,983.2893154996333,502.03537503432767,234
39,food,food,high_calorie,left,14,f/14.jpg,1756215349356,1756215355382,6026,922.1561908550932,504.6253963784185,730.2284368011443,488.55549586490787,172
42,food,food,high_calorie,left,16,f/16.jpg,1756215358391,1756215364439,6048,753.1672423333032,530.785336909658,687.2884425233779,520.9592134631307,145
45,food,food,low_calorie,left,5,f/5.jpg,1756215367256,1756215373278,6022,829.7397889445172,510.8368436976966,740.9967469823818,658.1826025831448,234
48,food,food,low_calorie,left,3,f/3.jpg,1756215376302,1756215382332,6030,797.9705280698365,580.6813846270542,964.4124297856342,531.5048310750619,200
51,food,food,high_calorie,left,12,f/12.jpg,1756215385546,1756215391561,6015,917.4078416429098,539.7772746450187,658.9009343144915,582.7962666119178,260
54,food,food,high_calorie,left,19,f/19.jpg,1756215394378,1756215400403,6025,733.183867943051,571.7674811831387,789.978544769658,624.8266631404254,230
57,food,food,high_calorie,left,10,f/10.jpg,1756215403410,1756215409467,6057,824.1888363219994,603.0964529241936,630.2415040885913,542.0461808112715,148
60,food,food,high_calorie,left,20,f/20.jpg,1756215412680,1756215418700,6020,785.9153994608267,541.8703819403648,645.9370164084378,545.5506604178518,245
63,food,food,low_calorie,left,6,f/6.jpg,1756215421514,1756215427547,6033,658.736071855381,519.6451561109567,860.0927800951206,610.3679579407418,270
66,food,food,low_calorie,left,2,f/2.jpg,1756215430370,1756215436387,6017,853.0088428907109,615.039441589099,880.9588695795748,378.90233026994036,234
