trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples,dwell_time,first_fixation,regression_count
18,food,food,19_high_calorie,left,19,f/19.jpg,1756657858416,1756657864453,6037,141.45788907369445,23.275306028184104,884.3772314817504,226.46178506932887,254,220,0,19
21,food,food,17_high_calorie,left,17,f/17.jpg,1756657867678,1756657873683,6005,533.7634237769494,75.15196356033312,710.1029728578706,438.5073976293937,252,180,0,28
24,food,food,20_high_calorie,left,20,f/20.jpg,1756657876488,1756657882534,6046,586.4486339195347,410.42330281298473,374.78373230539773,382.46718841197435,222,1460,1,32
27,food,food,6_low_calorie,left,6,f/6.jpg,1756657885747,1756657891788,6041,481.71575852132366,389.6624435880086,389.4204148117514,401.98370595527535,258,-2640,-1,30
30,food,food,9_high_calorie,left,9,f/9.jpg,1756657894798,1756657900816,6018,460.388168140212,539.0991592215548,809.6812319934688,736.1188097658012,198,2400,1,18
33,food,food,7_low_calorie,left,7,f/7.jpg,1756657903629,1756657909636,6007,737.9014364955483,672.8021729748124,232.6540656596731,409.685718044498,266,-2140,-1,29
36,food,food,14_high_calorie,left,14,f/14.jpg,1756657912447,1756657918510,6063,547.9911469554701,553.2891526678927,668.4721488656452,133.46016311166542,107,660,1,7
39,food,food,12_high_calorie,left,12,f/12.jpg,1756657921339,1756657927379,6040,672.5685447014177,232.16934487992026,920.8763637839429,-63.31175889617292,251,780,1,22
42,food,food,10_high_calorie,left,10,f/10.jpg,1756657930403,1756657936444,6041,874.4293037910348,-74.22840055167791,599.0554180791194,252.61267047937008,167,600,0,7
45,food,food,1_low_calorie,left,1,f/1.jpg,1756657939456,1756657945509,6053,528.9294495421888,280.98407308691264,254.2471882323704,-120.95044358138811,158,-280,-1,18
48,food,food,18_high_calorie,left,18,f/18.jpg,1756657948318,1756657954333,6015,247.88547835874408,-159.67463763120077,863.4546751365932,-39.868008865735696,251,-140,0,13
51,food,food,11_high_calorie,left,11,f/11.jpg,1756657957348,1756657963389,6041,764.4451194566361,128.44068919378407,540.0716632704804,404.5792487679797,229,1140,0,20
54,food,food,4_low_calorie,left,4,f/4.jpg,1756657966402,1756657972656,6254,188.31464289774897,68.01596308623331,981.7742452955142,152.46772247133484,124,-740,0,0
57,food,food,3_low_calorie,left,3,f/3.jpg,1756657976634,1756657982671,6037,624.4957429867845,140.25238370619294,740.2126990376595,224.39223930415443,6,-20,0,0
60,food,food,2_low_calorie,left,2,f/2.jpg,1756657987631,1756657994654,7023,978.8233203062068,142.552872560557,1016.7580024091361,411.46680797715857,7,-40,0,0
63,food,food,5_low_calorie,left,5,f/5.jpg,1756657998638,1756658005657,7019,998.2804669488524,96.94064296863104,301.29639545834823,152.2544730281146,7,0,0,0
66,food,food,13_high_calorie,left,13,f/13.jpg,1756658009838,1756658015858,6020,318.85781079232464,413.7860427577481,568.0996055970968,-295.21299190397684,235,220,0,7
69,food,food,15_high_calorie,left,15,f/15.jpg,1756658018874,1756658024920,6046,484.3715151377805,73.64095939487231,-628.5360229689702,414.4451588566555,209,120,0,2
72,food,food,16_high_calorie,left,16,f/16.jpg,1756658027938,1756658034667,6729,-33.151154600919526,391.92530268061523,561.2996514987766,-2.940416294508168,112,1080,0,8
75,food,food,8_low_calorie,left,8,f/8.jpg,1756658038636,1756658045632,6996,966.158810761348,37.33251170056338,1193.381567979715,65.22304887392718,7,0,0,0
87,body,body,23_thin,left,23,b/23.jpg,1756658143666,1756658149679,6013,950.5186853306272,124.19068706441752,390.50136892836196,-233.87352159671119,260,-240,0,31
90,body,body,12_thin,left,12,b/12.jpg,1756658152697,1756658158717,6020,194.10374976151456,-11.681876030058731,-103.983083062954,517.6424740771541,201,-200,0,13
93,body,body,19_thin,left,19,b/19.jpg,1756658161537,1756658167590,6053,182.63724302684574,323.5361853526225,258.28315760629283,15.333801010166841,273,-20,0,0
96,body,body,16_thin,left,16,b/16.jpg,1756658170398,1756658176444,6046,449.92256765120345,34.8848675995271,-190.49695713669064,239.95972432537945,215,-180,0,1
99,body,body,6_fat,left,6,b/6.jpg,1756658179451,1756658185461,6010,-118.85071385439899,177.5339301162225,368.61252292199407,191.2807758651744,216,80,0,1
102,body,body,3_fat,left,3,b/3.jpg,1756658188478,1756658194491,6013,310.4920770625871,101.10720327861912,796.6043743540624,607.1442045391907,278,180,0,12
105,body,body,8_fat,left,8,b/8.jpg,1756658197311,1756658203337,6026,463.02462243308076,292.91551035099246,-198.4959302690732,-127.22264513940239,268,20,0,0
108,body,body,15_thin,left,15,b/15.jpg,1756658206352,1756658212358,6006,-144.42226745195904,-46.35806478518439,626.8063529979634,249.03487588515839,280,80,0,5
111,body,body,10_fat,left,10,b/10.jpg,1756658215369,1756658221381,6012,670.5122119013049,102.43077965558882,726.2983978857727,83.5810821641704,232,420,0,31
114,body,body,21_thin,left,21,b/21.jpg,1756658224589,1756658230609,6020,620.2832130663006,36.64498480210801,193.96819840111914,-128.52246205566942,253,-120,0,3
117,body,body,4_fat,left,4,b/4.jpg,1756658233830,1756658239869,6039,-354.52585256598775,52.39584286730103,1098.4005872518576,198.80519264922094,212,100,0,12
120,body,body,14_thin,left,14,b/14.jpg,1756658242883,1756658248918,6035,856.2023027687981,120.80950901267926,176.64347741494322,364.8180347973095,287,60,0,6
123,body,body,24_thin,left,24,b/24.jpg,1756658251938,1756658257949,6011,515.823914847453,437.75868894689984,-284.15659027651515,-11.634168224575618,280,-20,0,3
126,body,body,18_thin,left,18,b/18.jpg,1756658260966,1756658267022,6056,-6.794580815152699,-43.79318719503102,105.027544870278,437.77301250913916,198,0,0,5
129,body,body,20_thin,left,20,b/20.jpg,1756658270238,1756658276246,6008,220.70211124400132,521.6010683772262,856.3176639821222,132.93085218641133,190,-160,0,18
132,body,body,13_thin,left,13,b/13.jpg,1756658279263,1756658285302,6039,824.927027936806,339.3504531490024,-470.9078815143196,66.38089311588044,215,-500,-1,12
135,body,body,5_fat,left,5,b/5.jpg,1756658288322,1756658294335,6013,-122.64273081286262,176.5150360967283,-251.23846223562933,131.45481871734466,257,80,0,5
138,body,body,22_thin,left,22,b/22.jpg,1756658297148,1756658303176,6028,-135.74853250809514,208.67394297405468,279.97126321822435,672.7899549051685,178,-200,0,6
141,body,body,2_fat,left,2,b/2.jpg,1756658305988,1756658312018,6030,98.11623614095771,544.7283292083006,420.23664085693594,321.63820590840805,280,160,0,23
144,body,body,17_thin,left,17,b/17.jpg,1756658314835,1756658320851,6016,472.59103058110804,433.11189737683964,322.542450674648,485.9165235506752,226,-280,0,27
147,body,body,7_fat,left,7,b/7.jpg,1756658324060,1756658330087,6027,463.46330774612545,352.92364689624327,743.4567445384995,350.2469932290121,245,560,0,39
150,body,body,11_fat,left,11,b/11.jpg,1756658333299,1756658339314,6015,557.2229063818711,300.96013141149353,-58.391785352468304,371.05310625389967,283,700,0,27
153,body,body,9_fat,left,9,b/9.jpg,1756658342124,1756658348193,6069,-3.0765834808099157,333.777340709378,718.1519917117402,338.28341160480505,201,40,0,6
156,body,body,25_thin,left,25,b/25.jpg,1756658351421,1756658357455,6034,619.532813020934,246.9913029646254,356.6008441872422,215.75261286272251,243,-80,0,2
159,body,body,1_fat,left,1,b/1.jpg,1756658360671,1756658366680,6009,398.81793388232103,314.45938809570947,500.2923451211735,110.13071169751858,219,40,0,4
