trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
15,food,food,high_calorie,left,9,f/9.jpg,1756178916816,1756178922912,6096,836.3726836907,466.52505371861184,523.5802662594109,362.55143710969907,56
18,food,food,high_calorie,left,15,f/15.jpg,1756178925731,1756178931837,6106,515.5356513214574,381.70234499329763,716.2472034654749,431.52941396978105,66
21,food,food,low_calorie,left,3,f/3.jpg,1756178934664,1756178940825,6161,615.64786698158,389.2673414279484,660.8640900394744,353.206826105045,61
24,food,food,low_calorie,left,5,f/5.jpg,1756178943636,1756178949753,6117,633.0270735728658,346.63562760739933,581.2355200263902,358.2576834650334,48
27,food,food,low_calorie,left,8,f/8.jpg,1756178952576,1756178958701,6125,542.3632164015489,370.1279871351553,851.8095464989085,525.7244680203563,63
30,food,food,high_calorie,left,17,f/17.jpg,1756178961721,1756178967832,6111,705.2879761563922,425.7818719831506,591.7051867554601,401.5195570984682,60
33,food,food,low_calorie,left,1,f/1.jpg,1756178971048,1756178977449,6401,622.7422361152226,347.0655117202197,639.8558830473801,461.0512417933521,52
36,food,food,high_calorie,left,20,f/20.jpg,1756178980495,1756178986898,6403,665.5948248485831,491.38498655789647,580.0255348404061,459.435613392066,47
39,food,food,high_calorie,left,16,f/16.jpg,1756178989721,1756178995846,6125,585.5477082730085,409.00683903321175,555.6563488985895,444.9625976741191,47
42,food,food,high_calorie,left,10,f/10.jpg,1756178998863,1756179004976,6113,602.713142793416,430.77255584457873,598.3243265134907,447.20416755277256,52
45,food,food,high_calorie,left,18,f/18.jpg,1756179008191,1756179014327,6136,615.324994886331,456.9778032093688,683.5712489542308,472.7390094308615,51
48,food,food,low_calorie,left,6,f/6.jpg,1756179017541,1756179023622,6081,571.3393572614806,431.34548494893664,906.9537614762603,642.2125630966372,62
51,food,food,high_calorie,left,12,f/12.jpg,1756179026438,1756179032551,6113,700.8147611511763,545.2786924497713,554.580583958894,460.1825871844947,63
54,food,food,low_calorie,left,2,f/2.jpg,1756179035368,1756179041458,6090,597.82766402908,479.20883069836134,469.3460466466953,357.13439753709696,64
57,food,food,high_calorie,left,11,f/11.jpg,1756179044678,1756179050765,6087,540.2742582040588,388.8769166737749,538.7535794699462,369.2825706731615,66
60,food,food,high_calorie,left,19,f/19.jpg,1756179053976,1756179060087,6111,563.3268970075923,410.2084019109002,700.9915309907442,474.2590063405833,64
63,food,food,low_calorie,left,7,f/7.jpg,1756179063310,1756179069488,6178,695.6090175760958,462.9351652821105,541.129798586287,476.48118180729614,54
66,food,food,high_calorie,left,14,f/14.jpg,1756179072498,1756179078670,6172,501.7168324229914,429.54905452609097,811.4300725438787,578.1694734698109,55
69,food,food,high_calorie,left,13,f/13.jpg,1756179081687,1756179087794,6107,806.9185930795745,559.8752545406707,783.1016045162992,602.29332728183,59
72,food,food,low_calorie,left,4,f/4.jpg,1756179091016,1756179097122,6106,687.0393940353741,524.7316870422146,720.3576030987354,482.86425403597525,61
75,body,body,thin,left,18,b/18.jpg,1756179101048,1756179107153,6105,555.1820649339697,371.56961288481847,681.314667924701,353.2311190868957,67
78,body,body,thin,left,19,b/19.jpg,1756179110360,1756179116475,6115,653.0184396304962,399.0831797525551,629.0627546638178,346.79739493273024,65
81,body,body,fat,left,2,b/2.jpg,1756179119495,1756179125582,6087,579.8597175096377,381.9346572333111,704.0511826916495,562.4516073807822,64
84,body,body,thin,left,12,b/12.jpg,1756179128600,1756179134688,6088,623.2567742416506,467.65855317393505,598.0274358411347,322.5968424252138,65
87,body,body,fat,left,1,b/1.jpg,1756179137512,1756179143605,6093,637.8751668053516,403.3489988405415,629.575285326392,370.47297743320763,65
90,body,body,thin,left,23,b/23.jpg,1756179146622,1756179152747,6125,606.2579551878655,361.24928952989046,655.1949158705585,243.6630919687263,67
93,body,body,thin,left,22,b/22.jpg,1756179155774,1756179161888,6114,580.1865072591141,300.4535684465972,825.6888688440505,619.9757641952706,64
96,body,body,fat,left,9,b/9.jpg,1756179164710,1756179170817,6107,596.9118962178231,449.45020324021084,757.1108531328731,570.4424837205709,63
99,body,body,thin,left,15,b/15.jpg,1756179173826,1756179179906,6080,726.2075495966162,545.5358675719035,875.3594278372398,577.2613148999886,64
102,body,body,thin,left,14,b/14.jpg,1756179182727,1756179188822,6095,774.0575758015165,535.8097485037094,673.9212156049531,386.3195117840991,67
105,body,body,fat,left,7,b/7.jpg,1756179192040,1756179198155,6115,596.3676041553956,365.46819530946294,615.614689452232,367.3597013915899,69
108,body,body,fat,left,10,b/10.jpg,1756179201368,1756179207458,6090,590.6495180669833,345.0972907010972,645.2110671675226,381.9371037698929,66
111,body,body,thin,left,16,b/16.jpg,1756179210472,1756179216594,6122,597.6851955144095,367.8423945173611,800.6520561058977,530.1052309852346,63
114,body,body,thin,left,20,b/20.jpg,1756179219408,1756179225525,6117,734.9372219841191,458.3948790888462,772.6692054090095,482.0677314320172,65
117,body,body,thin,left,21,b/21.jpg,1756179228549,1756179234663,6114,792.8923647803811,488.55536919012394,650.3653741606083,496.26259169965886,66
120,body,body,thin,left,25,b/25.jpg,1756179237491,1756179243613,6122,672.2730999544403,486.46855398812323,485.92018024323744,384.4299312394752,66
123,body,body,fat,left,11,b/11.jpg,1756179246828,1756179252966,6138,653.6005747238485,450.47769153921706,996.2051302622813,621.8589228074065,58
126,body,body,thin,left,17,b/17.jpg,1756179256195,1756179262313,6118,845.2300261720139,504.0085583413767,779.4237386680024,486.6685256355495,55
129,body,body,thin,left,24,b/24.jpg,1756179265132,1756179271266,6134,682.3071401033037,424.419913768297,758.5859296507313,441.12041847034953,56
