trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
15,food,food,low_calorie,left,5,f/5.jpg,1756293542272,1756293548321,6049,939.6030563662082,548.9898397821426,900.973098164153,431.05464404350323,148
18,food,food,low_calorie,left,1,f/1.jpg,1756293551528,1756293557562,6034,840.7175300093759,454.75634011064386,847.4617126251048,385.92735053832723,141
21,food,food,high_calorie,left,20,f/20.jpg,1756293560568,1756293566623,6055,819.6703020932337,453.42983388494815,587.3252888728765,488.12629702172654,150
24,food,food,high_calorie,left,18,f/18.jpg,1756293569827,1756293575873,6046,684.5825113039898,508.02773924938043,894.2949873932698,535.1162696285953,147
27,food,food,low_calorie,left,3,f/3.jpg,1756293578676,1756293584727,6051,872.0948854676458,549.6700841431956,723.10573129112,478.4620825417026,153
30,food,food,high_calorie,left,19,f/19.jpg,1756293587931,1756293593975,6044,776.032311306778,531.8577080888494,652.425236011056,418.6891767680792,151
33,food,food,high_calorie,left,15,f/15.jpg,1756293597184,1756293603239,6055,690.1249631840825,475.96894775669335,776.3928180378063,391.2099569509898,142
36,food,food,high_calorie,left,17,f/17.jpg,1756293606248,1756293612280,6032,1052.487914691016,409.31649259037664,797.1367891337666,384.17636360798775,130
39,food,food,high_calorie,left,14,f/14.jpg,1756293615087,1756293621150,6063,677.001479881157,371.3990250648296,254.09197966251,397.9906115144336,155
42,food,food,high_calorie,left,9,f/9.jpg,1756293624156,1756293630203,6047,312.0335345634742,336.34742931094974,441.4955252920092,335.9742866648169,136
45,food,food,high_calorie,left,10,f/10.jpg,1756293633411,1756293639459,6048,561.8065626920612,370.3064025271061,792.0373816477241,302.76101785418734,141
48,food,food,low_calorie,left,4,f/4.jpg,1756293642467,1756293648525,6058,737.9036559699629,338.3315220770386,853.9002254451228,517.7676514715346,134
51,food,food,high_calorie,left,16,f/16.jpg,1756293651532,1756293657581,6049,849.8498513768939,404.01622234431375,676.9992203078021,554.5087067098806,140
54,food,food,high_calorie,left,12,f/12.jpg,1756293660388,1756293666440,6052,678.7293952650889,517.8830302003284,453.3022515227747,224.05338671023003,140
57,food,food,low_calorie,left,8,f/8.jpg,1756293669647,1756293675703,6056,506.2449627233544,291.33830053506176,810.6102690257701,554.419433066587,131
60,food,food,high_calorie,left,13,f/13.jpg,1756293678712,1756293684765,6053,762.4030225474584,554.8656439020314,782.6477268000177,581.585651244766,142
63,food,food,high_calorie,left,11,f/11.jpg,1756293687572,1756293693625,6053,760.7135681963114,565.7035828904641,678.4900110505833,540.3426979826693,138
66,food,food,low_calorie,left,7,f/7.jpg,1756293696832,1756293702897,6065,703.184799126553,539.1298204002013,870.4822073675542,440.7266581845262,139
69,food,food,low_calorie,left,6,f/6.jpg,1756293705904,1756293711966,6062,807.020260521932,477.42558521087005,763.4028636301834,544.7138008065114,128
72,food,food,low_calorie,left,2,f/2.jpg,1756293714772,1756293720818,6046,756.0742130539256,548.1401379794614,775.2033782380483,493.58869167406044,135
75,body,body,thin,left,24,b/24.jpg,1756293725847,1756293731910,6063,655.1839059346819,422.48366288540166,885.5863226699179,540.8449927894463,134
78,body,body,thin,left,15,b/15.jpg,1756293734716,1756293740767,6051,848.3808856368092,519.7465242448189,150.71245355923259,192.58926458136062,137
81,body,body,fat,left,5,b/5.jpg,1756293743976,1756293750021,6045,481.1437857608589,391.6000394404456,938.6971480455364,457.7186969291882,132
84,body,body,fat,left,9,b/9.jpg,1756293753224,1756293759279,6055,786.3582258041451,436.3080997161677,971.6239862978762,495.34206905711557,140
87,body,body,fat,left,6,b/6.jpg,1756293762087,1756293768145,6058,833.7708415292211,483.64716754769233,854.9131337579504,491.0705150849957,130
90,body,body,fat,left,3,b/3.jpg,1756293770952,1756293776995,6043,873.2633750521211,466.9313520994201,704.6089074064837,573.9216167294785,130
93,body,body,fat,left,1,b/1.jpg,1756293780200,1756293786227,6027,667.7201498968633,552.8446347821756,891.2757318422655,498.58232884727096,125
96,body,body,fat,left,10,b/10.jpg,1756293789432,1756293795477,6045,788.2796536117299,428.57302981497617,300.8799887847851,364.1675544274569,125
99,body,body,fat,left,4,b/4.jpg,1756293798281,1756293804305,6024,405.44984827412793,383.1251927480637,745.9444947472576,556.8338452320381,121
102,body,body,fat,left,2,b/2.jpg,1756293807512,1756293813572,6060,568.0344119458827,422.7899790941909,901.4094731498,565.9201646924913,122
105,body,body,fat,left,7,b/7.jpg,1756293816580,1756293822656,6076,613.3283237666697,463.29759493682695,341.6450001443424,237.64467992932822,122
108,body,body,thin,left,23,b/23.jpg,1756293825663,1756293831708,6045,442.07238222585505,321.924259791768,384.7983447164628,264.38239342426056,122
111,body,body,thin,left,25,b/25.jpg,1756293834915,1756293840970,6055,499.8759058762867,386.23558594433445,775.2510788850982,531.6949356693674,132
114,body,body,thin,left,12,b/12.jpg,1756293843976,1756293850011,6035,719.9479188502426,449.7554018977328,912.761598857066,449.4095744002911,121
117,body,body,thin,left,13,b/13.jpg,1756293853216,1756293859268,6052,872.6672691788004,448.7769639938231,842.7851491112345,525.2490353329315,116
120,body,body,thin,left,16,b/16.jpg,1756293862275,1756293868341,6066,773.625257643586,512.3402259961192,999.8268319824432,485.77036062801596,118
123,body,body,thin,left,21,b/21.jpg,1756293871548,1756293877609,6061,959.7395255666117,525.281289564927,851.4617978523033,567.5572934243586,114
126,body,body,fat,left,11,b/11.jpg,1756293880618,1756293886675,6057,792.4434069437845,557.849395673056,833.8858531271161,533.178708759746,98
129,body,body,thin,left,14,b/14.jpg,1756293889884,1756293895947,6063,793.565780827918,548.2063975058661,732.0554023035724,550.7238049741853,121
