trial_id,phase,image_type,image_attribute,image_position,original_index,image_src,start_time,end_time,duration,first_gaze_x,first_gaze_y,last_gaze_x,last_gaze_y,gaze_samples
15,food,food,high_calorie,left,12,f/12.jpg,1756189147081,1756189153124,6043,767.9819551868362,466.29845298688224,297.7019431922012,472.3906712832476,164
18,food,food,low_calorie,left,3,f/3.jpg,1756189155942,1756189161995,6053,391.03506034573263,438.9376793568387,386.3962927632424,385.99589150105885,162
21,food,food,low_calorie,left,4,f/4.jpg,1756189165212,1756189171256,6044,470.2637096446352,387.2207345986921,364.5974934269866,503.42512852120643,156
24,food,food,high_calorie,left,13,f/13.jpg,1756189174478,1756189180529,6051,427.1434894118906,453.8427006107235,338.6164771678099,429.4471143843611,155
27,food,food,high_calorie,left,15,f/15.jpg,1756189183753,1756189189797,6044,443.46795748584896,406.95197622824816,729.1262380555476,484.16359972893906,158
30,food,food,high_calorie,left,10,f/10.jpg,1756189192610,1756189198658,6048,652.4440643204471,519.7917436484863,564.9763326045454,453.14218797494726,163
33,food,food,low_calorie,left,6,f/6.jpg,1756189201470,1756189207520,6050,536.9577766262823,443.47944448786234,717.4920510205324,478.89937371583864,159
36,food,food,high_calorie,left,19,f/19.jpg,1756189210331,1756189216373,6042,639.801731357233,466.1951040586714,336.5893490685135,551.8633419292871,158
39,food,food,high_calorie,left,16,f/16.jpg,1756189219396,1756189225433,6037,405.7652975478172,504.1124005933227,814.8807946582878,508.07576407484265,162
42,food,food,high_calorie,left,14,f/14.jpg,1756189228652,1756189234701,6049,735.7906094426304,485.9740558185075,287.77774230549335,507.1589131303491,162
45,food,food,high_calorie,left,17,f/17.jpg,1756189237721,1756189243774,6053,421.60613628133626,475.937108914634,701.4176110306465,469.71309594704167,158
48,food,food,low_calorie,left,8,f/8.jpg,1756189246784,1756189252817,6033,657.5992957525592,451.6975593249742,309.66672259894636,575.2480207126794,160
51,food,food,low_calorie,left,1,f/1.jpg,1756189256029,1756189262068,6039,468.1790245921302,504.12411240113187,377.8683094234389,500.2609989270647,159
54,food,food,high_calorie,left,11,f/11.jpg,1756189265279,1756189271334,6055,467.7762389977917,475.5135932051708,581.3043817804322,551.173245296678,158
57,food,food,high_calorie,left,9,f/9.jpg,1756189274541,1756189280585,6044,576.975663707313,469.64955060771933,250.1990230023758,593.6916162828118,161
60,food,food,low_calorie,left,2,f/2.jpg,1756189283589,1756189289625,6036,347.8623081779367,501.4699205130248,710.3618559238739,601.4920036548922,160
63,food,food,low_calorie,left,5,f/5.jpg,1756189292831,1756189298868,6037,662.8370605830703,496.6623545909715,352.81770828041505,524.0397811653172,160
66,food,food,high_calorie,left,20,f/20.jpg,1756189301678,1756189307720,6042,442.5212293029351,485.13588404847593,760.0386389605583,518.4799620764734,160
69,food,food,low_calorie,left,7,f/7.jpg,1756189310733,1756189316785,6052,624.2183173625957,527.2411881036422,701.9752217983997,505.61052549274893,162
72,food,food,high_calorie,left,18,f/18.jpg,1756189320005,1756189326060,6055,635.4218702872104,487.73785708286385,681.8158675515293,493.65524094128426,161
75,body,body,fat,left,1,b/1.jpg,1756189329309,1756189335358,6049,600.085521857188,472.51270567578405,614.87283710281,360.33247797460353,160
78,body,body,thin,left,21,b/21.jpg,1756189338170,1756189344219,6049,574.693421726458,393.56519116747944,390.47003351313367,439.4456045871364,155
81,body,body,thin,left,19,b/19.jpg,1756189347231,1756189353280,6049,452.92478201444817,378.9526138399874,308.40975711116215,475.6552481968131,159
84,body,body,fat,left,10,b/10.jpg,1756189356300,1756189362346,6046,365.2296675817163,456.30952530650455,371.2674744611696,409.6640196067625,158
87,body,body,thin,left,14,b/14.jpg,1756189365571,1756189371623,6052,451.6742053473163,423.3707574458724,646.0791111795921,464.8392233044942,159
